User_ID,User_Name,Join_Date,Last_Login,Monthly_Price,Watch_Hours,Favorite_Genre,Active_Devices,Profile_Count,Parental_Controls,Total_Movies_Watched,Total_Series_Watched,Country,Payment_Method,Language_Preference,Recommended_Content_Count,Average_Rating_Given,Has_Downloaded_Content,Membership_Status,Loyalty_Points,First_Device_Used,Age_Group,Primary_Watch_Time,Watch_Hour_Group,Loyalty_Point_Group,Age_Category
1851,Jennifer,10/3/2023,12/11/2024,11.99,344,Horror,3,1,False,456,196,France,Credit Card,Mandarin,83,5.0,False,Active,3599,Desktop,45-54,Evening,301-500 ,3000-3999 ,Older Streamers
8068,Carolyn,12/14/2024,11/23/2024,15.99,77,Drama,5,3,False,780,138,India,Cryptocurrency,French,66,3.4,False,Active,1752,Tablet,18-24,Afternoon,51-100 ,1000-1999 ,Young Streamers
8425,Patrick,11/14/2024,11/28/2024,7.99,237,Comedy,5,3,True,168,18,Australia,Cryptocurrency,Mandarin,32,3.5,True,Active,3633,Laptop,25-34,Evening,201-300 ,3000-3999 ,Adult Streamers
4706,Sabrina,2/8/2023,12/6/2024,11.99,480,Sci-Fi,1,2,True,350,122,France,PayPal,Spanish,59,4.6,False,Active,3568,Desktop,35-44,Late Night,301-500 ,3000-3999 ,Mature Streamers
7544,Denise,9/1/2023,11/25/2024,15.99,152,Horror,1,3,False,341,193,UK,Credit Card,Mandarin,95,3.7,False,Active,4361,Smartphone,45-54,Afternoon,101-200 ,4000-4990 ,Older Streamers
4029,Cassandra,10/15/2024,11/24/2024,11.99,308,Drama,2,3,False,392,151,Canada,Debit Card,German,27,4.2,True,Active,1176,Smartphone,18-24,Evening,301-500 ,1000-1999 ,Young Streamers
6117,Elizabeth,5/30/2024,11/27/2024,7.99,14,Drama,5,5,True,95,158,Australia,Credit Card,Hindi,49,3.9,False,Active,1849,Tablet,18-24,Evening,0-50 ,1000-1999 ,Young Streamers
1408,Dustin,1/23/2023,11/20/2024,11.99,233,Drama,5,6,True,186,129,India,Debit Card,Hindi,38,4.0,True,Active,3953,Laptop,35-44,Evening,201-300 ,3000-3999 ,Mature Streamers
8396,Mary,2/16/2024,12/11/2024,7.99,169,Documentary,1,5,False,543,111,Germany,PayPal,French,28,3.7,False,Active,3277,Smart TV,55+,Evening,101-200 ,3000-3999 ,Senior Streamers
6806,Crystal,12/18/2023,11/23/2024,7.99,358,Action,2,3,True,858,65,Germany,Debit Card,Mandarin,5,4.6,True,Active,1572,Laptop,45-54,Afternoon,301-500 ,1000-1999 ,Older Streamers
3496,Gregory,11/24/2023,12/11/2024,11.99,404,Drama,4,6,False,906,43,India,PayPal,German,59,4.9,True,Active,2676,Tablet,25-34,Morning,301-500 ,2000-2999 ,Adult Streamers
7840,Barbara,2/2/2024,12/11/2024,15.99,131,Comedy,5,3,True,808,48,UK,PayPal,Hindi,55,3.3,True,Active,3053,Smart TV,55+,Afternoon,101-200 ,3000-3999 ,Senior Streamers
2099,Michael,7/20/2024,11/23/2024,11.99,32,Drama,1,6,True,84,73,Germany,Cryptocurrency,Hindi,59,3.6,True,Active,2620,Desktop,35-44,Morning,0-50 ,2000-2999 ,Mature Streamers
6518,Kathryn,11/21/2024,12/7/2024,7.99,478,Action,5,3,True,780,78,UK,PayPal,Spanish,66,4.0,False,Active,4068,Smart TV,35-44,Morning,301-500 ,4000-4990 ,Mature Streamers
1976,Brett,10/20/2024,12/16/2024,11.99,88,Sci-Fi,3,1,False,247,30,UK,Debit Card,Mandarin,46,4.7,True,Active,172,Tablet,25-34,Morning,51-100 ,0-999 ,Adult Streamers
8777,Christopher,2/11/2024,11/27/2024,11.99,395,Sci-Fi,4,4,False,190,105,France,Credit Card,German,67,4.1,False,Active,1040,Smartphone,45-54,Evening,301-500 ,1000-1999 ,Older Streamers
1576,Jeremy,3/19/2023,11/20/2024,11.99,385,Drama,4,1,True,390,163,Australia,Cryptocurrency,French,43,3.3,False,Active,3574,Smart TV,25-34,Afternoon,301-500 ,3000-3999 ,Adult Streamers
7979,Martin,5/3/2023,11/27/2024,11.99,280,Sci-Fi,4,5,True,203,50,France,PayPal,Spanish,12,3.4,True,Active,3659,Smartphone,25-34,Morning,201-300 ,3000-3999 ,Adult Streamers
6300,Taylor,9/20/2023,12/9/2024,15.99,164,Action,3,5,False,161,77,Australia,Cryptocurrency,German,97,3.7,True,Active,1991,Laptop,45-54,Late Night,101-200 ,1000-1999 ,Older Streamers
1003,Vickie,12/12/2024,11/22/2024,11.99,433,Horror,5,4,False,350,2,Germany,Cryptocurrency,Spanish,41,3.1,True,Active,2043,Smartphone,35-44,Late Night,301-500 ,2000-2999 ,Mature Streamers
8238,Betty,1/12/2024,11/28/2024,7.99,460,Comedy,3,5,False,26,2,France,PayPal,German,39,4.8,False,Active,882,Smartphone,45-54,Late Night,301-500 ,0-999 ,Older Streamers
8261,James,12/25/2022,12/4/2024,7.99,374,Comedy,1,3,True,819,18,Germany,Debit Card,Hindi,12,3.4,True,Active,4243,Laptop,25-34,Morning,301-500 ,4000-4990 ,Adult Streamers
7729,Brittany,2/20/2023,12/11/2024,11.99,147,Romance,5,4,False,27,175,Germany,PayPal,Hindi,78,4.0,True,Active,2218,Desktop,45-54,Afternoon,101-200 ,2000-2999 ,Older Streamers
8616,John,12/1/2024,12/4/2024,11.99,129,Horror,4,6,False,543,126,UK,Debit Card,Mandarin,95,3.4,True,Active,97,Smartphone,35-44,Late Night,101-200 ,0-999 ,Mature Streamers
9734,Destiny,11/24/2024,12/14/2024,15.99,217,Action,2,2,True,872,8,Canada,Cryptocurrency,French,51,3.6,True,Active,4928,Laptop,35-44,Late Night,201-300 ,4000-4990 ,Mature Streamers
2086,Amanda,5/12/2023,11/19/2024,7.99,426,Drama,4,1,False,606,135,USA,PayPal,German,50,3.8,True,Active,1982,Desktop,55+,Late Night,301-500 ,1000-1999 ,Senior Streamers
8721,Stephen,2/23/2023,12/1/2024,15.99,81,Drama,3,5,False,394,168,Canada,Cryptocurrency,Mandarin,21,4.7,True,Active,510,Smart TV,18-24,Late Night,51-100 ,0-999 ,Young Streamers
1075,Dawn,5/5/2023,11/28/2024,7.99,296,Romance,3,2,True,411,96,USA,Cryptocurrency,English,1,3.1,False,Active,2508,Tablet,18-24,Evening,201-300 ,2000-2999 ,Young Streamers
2690,Jonathan,9/5/2023,11/29/2024,15.99,466,Sci-Fi,3,2,False,977,94,France,Cryptocurrency,Mandarin,67,3.6,True,Active,4004,Smartphone,35-44,Afternoon,301-500 ,4000-4990 ,Mature Streamers
7654,Amy,12/19/2023,11/27/2024,11.99,424,Horror,5,2,False,406,150,Canada,Debit Card,Spanish,50,3.5,False,Active,494,Smart TV,25-34,Late Night,301-500 ,0-999 ,Adult Streamers
7577,Paul,10/17/2024,12/3/2024,15.99,233,Sci-Fi,2,5,True,781,23,France,Credit Card,Hindi,89,3.3,False,Active,460,Tablet,45-54,Morning,201-300 ,0-999 ,Older Streamers
9814,Kenneth,8/11/2024,11/27/2024,11.99,413,Comedy,1,6,True,330,63,USA,PayPal,French,50,4.1,True,Active,1416,Smart TV,45-54,Late Night,301-500 ,1000-1999 ,Older Streamers
5423,Jamie,9/30/2024,11/19/2024,7.99,278,Action,1,5,True,163,88,Australia,PayPal,Mandarin,62,3.2,False,Active,4798,Smartphone,45-54,Afternoon,201-300 ,4000-4990 ,Older Streamers
2660,Bruce,12/30/2022,12/4/2024,11.99,351,Horror,1,1,True,80,70,USA,Credit Card,German,54,4.5,True,Active,732,Tablet,35-44,Evening,301-500 ,0-999 ,Mature Streamers
4206,Kevin,4/4/2024,12/6/2024,11.99,354,Romance,1,3,False,885,65,UK,Credit Card,English,70,4.7,False,Active,4008,Smart TV,18-24,Afternoon,301-500 ,4000-4990 ,Young Streamers
5269,Jamie,3/6/2023,12/4/2024,11.99,192,Comedy,5,4,False,123,34,India,Cryptocurrency,English,73,3.8,True,Active,4868,Tablet,45-54,Morning,101-200 ,4000-4990 ,Older Streamers
7922,Andrew,2/19/2023,12/18/2024,7.99,176,Documentary,4,6,True,830,74,UK,PayPal,German,66,3.5,True,Active,2600,Tablet,35-44,Evening,101-200 ,2000-2999 ,Mature Streamers
7829,Brandon,10/18/2023,12/18/2024,7.99,482,Comedy,1,4,True,770,129,Canada,PayPal,Mandarin,0,3.7,True,Active,3247,Laptop,25-34,Morning,301-500 ,3000-3999 ,Adult Streamers
1715,Ryan,6/17/2024,12/4/2024,7.99,87,Drama,3,5,True,753,181,UK,Debit Card,Hindi,51,3.1,True,Active,941,Smartphone,18-24,Afternoon,51-100 ,0-999 ,Young Streamers
2639,Steven,6/18/2024,12/7/2024,11.99,163,Drama,5,1,True,38,53,Australia,Debit Card,English,37,4.6,False,Active,1934,Smartphone,35-44,Evening,101-200 ,1000-1999 ,Mature Streamers
1801,Christine,1/14/2024,12/13/2024,11.99,419,Horror,4,5,False,386,122,Germany,Credit Card,German,9,4.6,False,Active,4650,Desktop,45-54,Late Night,301-500 ,4000-4990 ,Older Streamers
9163,Martin,4/4/2023,11/27/2024,11.99,203,Sci-Fi,4,4,True,874,67,India,Debit Card,French,94,3.9,True,Active,4450,Smartphone,35-44,Afternoon,201-300 ,4000-4990 ,Mature Streamers
1284,Michael,12/4/2024,12/1/2024,7.99,405,Comedy,4,3,True,695,85,Australia,Credit Card,French,42,3.7,False,Active,2395,Laptop,25-34,Morning,301-500 ,2000-2999 ,Adult Streamers
8774,Hunter,11/3/2023,12/8/2024,15.99,496,Comedy,5,6,False,803,130,USA,Cryptocurrency,French,4,4.8,False,Active,4504,Smart TV,45-54,Morning,301-500 ,4000-4990 ,Older Streamers
3866,Catherine,2/1/2024,11/28/2024,15.99,328,Sci-Fi,2,2,False,268,50,Germany,Debit Card,Mandarin,3,4.4,True,Active,3015,Laptop,18-24,Evening,301-500 ,3000-3999 ,Young Streamers
4477,Christopher,4/28/2024,11/23/2024,7.99,85,Drama,5,1,False,429,52,UK,PayPal,German,16,3.8,False,Active,4971,Smartphone,45-54,Evening,51-100 ,4000-4990 ,Older Streamers
4829,Jeff,9/21/2024,12/17/2024,11.99,386,Sci-Fi,3,4,False,62,50,Germany,Credit Card,Hindi,44,4.7,False,Active,2377,Smartphone,35-44,Morning,301-500 ,2000-2999 ,Mature Streamers
1257,Daniel,2/8/2023,12/8/2024,7.99,245,Action,3,4,False,831,15,Canada,PayPal,German,64,4.9,False,Active,212,Tablet,45-54,Afternoon,201-300 ,0-999 ,Older Streamers
1897,Cathy,3/19/2023,12/16/2024,11.99,97,Horror,5,5,True,737,85,India,PayPal,French,80,3.6,True,Active,188,Smartphone,55+,Afternoon,51-100 ,0-999 ,Senior Streamers
3603,Sylvia,4/4/2023,11/20/2024,7.99,216,Documentary,4,3,True,923,143,USA,Credit Card,Mandarin,20,3.4,False,Active,4435,Desktop,55+,Late Night,201-300 ,4000-4990 ,Senior Streamers
9256,Daniel,2/7/2023,11/22/2024,7.99,331,Romance,5,1,False,85,117,France,Credit Card,French,21,4.8,True,Active,1454,Smart TV,25-34,Afternoon,301-500 ,1000-1999 ,Adult Streamers
9469,William,6/10/2023,11/25/2024,11.99,451,Sci-Fi,2,3,False,59,38,Germany,Credit Card,German,94,3.0,True,Active,2841,Laptop,45-54,Evening,301-500 ,2000-2999 ,Older Streamers
7136,Jessica,5/19/2024,12/14/2024,7.99,326,Action,5,1,False,590,105,France,PayPal,Hindi,56,3.3,False,Active,1626,Smartphone,25-34,Afternoon,301-500 ,1000-1999 ,Adult Streamers
2321,Joseph,2/20/2024,12/14/2024,15.99,358,Drama,3,1,False,348,49,France,Debit Card,Hindi,14,4.2,False,Active,111,Desktop,35-44,Morning,301-500 ,0-999 ,Mature Streamers
4243,Christopher,3/13/2023,11/29/2024,15.99,91,Action,2,1,True,561,153,Canada,Cryptocurrency,English,7,4.1,False,Active,450,Tablet,55+,Morning,51-100 ,0-999 ,Senior Streamers
8015,Laurie,10/28/2023,12/18/2024,7.99,478,Action,2,2,True,214,191,UK,Debit Card,Spanish,44,3.6,False,Active,3325,Desktop,35-44,Afternoon,301-500 ,3000-3999 ,Mature Streamers
3440,William,2/25/2023,11/22/2024,7.99,16,Documentary,3,4,False,964,111,France,PayPal,Mandarin,52,3.1,True,Active,3059,Tablet,18-24,Morning,0-50 ,3000-3999 ,Young Streamers
9914,Courtney,10/17/2023,12/8/2024,11.99,44,Comedy,2,1,True,897,62,Germany,PayPal,English,18,4.4,False,Active,1065,Smartphone,35-44,Afternoon,0-50 ,1000-1999 ,Mature Streamers
5045,Ashley,8/25/2024,11/21/2024,11.99,100,Comedy,4,1,True,983,191,France,PayPal,Mandarin,53,4.5,False,Active,2575,Tablet,18-24,Afternoon,51-100 ,2000-2999 ,Young Streamers
1379,Erin,4/19/2023,12/5/2024,11.99,44,Drama,5,4,True,432,73,UK,PayPal,English,88,4.6,False,Active,1690,Laptop,35-44,Evening,0-50 ,1000-1999 ,Mature Streamers
6099,Danielle,2/23/2024,11/27/2024,11.99,37,Comedy,3,1,True,881,189,Canada,Debit Card,French,32,3.9,False,Active,1382,Smartphone,35-44,Morning,0-50 ,1000-1999 ,Mature Streamers
4696,Alexander,6/18/2023,12/4/2024,15.99,48,Action,5,2,False,331,93,USA,Cryptocurrency,French,66,3.7,False,Active,1050,Laptop,25-34,Late Night,0-50 ,1000-1999 ,Adult Streamers
4808,Amanda,3/26/2024,11/27/2024,7.99,371,Romance,1,1,True,819,71,Canada,PayPal,Spanish,36,4.1,True,Active,2328,Desktop,45-54,Late Night,301-500 ,2000-2999 ,Older Streamers
3633,Randy,12/18/2024,12/10/2024,7.99,176,Action,5,1,True,936,11,France,Cryptocurrency,English,42,3.2,False,Active,4414,Smartphone,35-44,Late Night,101-200 ,4000-4990 ,Mature Streamers
4979,Tony,11/16/2024,11/24/2024,15.99,312,Drama,4,4,False,321,19,Australia,PayPal,Spanish,18,4.3,True,Active,3980,Laptop,25-34,Evening,301-500 ,3000-3999 ,Adult Streamers
2214,Michelle,10/21/2024,11/24/2024,7.99,375,Romance,1,1,True,244,106,India,PayPal,French,16,3.9,True,Active,3596,Smartphone,25-34,Late Night,301-500 ,3000-3999 ,Adult Streamers
6606,Danielle,1/26/2024,11/29/2024,15.99,134,Sci-Fi,3,5,True,826,160,France,Cryptocurrency,English,96,3.6,True,Active,1150,Smartphone,25-34,Late Night,101-200 ,1000-1999 ,Adult Streamers
4246,Jacob,9/24/2023,12/15/2024,7.99,91,Drama,5,1,False,159,14,UK,PayPal,Spanish,85,4.4,False,Active,1858,Smart TV,35-44,Late Night,51-100 ,1000-1999 ,Mature Streamers
2836,Samantha,2/7/2024,12/17/2024,7.99,359,Horror,2,6,False,305,81,Australia,Cryptocurrency,German,28,3.3,False,Active,1926,Desktop,55+,Morning,301-500 ,1000-1999 ,Senior Streamers
6963,Chris,7/6/2023,11/29/2024,15.99,172,Comedy,2,6,False,841,83,UK,PayPal,French,44,5.0,True,Active,2933,Tablet,25-34,Evening,101-200 ,2000-2999 ,Adult Streamers
2243,Sherri,7/17/2024,12/2/2024,11.99,490,Comedy,3,3,True,123,183,France,Cryptocurrency,German,45,4.4,False,Active,2397,Desktop,18-24,Evening,301-500 ,2000-2999 ,Young Streamers
5081,Angela,10/27/2024,11/20/2024,11.99,16,Romance,1,5,True,803,196,Australia,Cryptocurrency,Hindi,90,4.3,True,Active,1946,Smart TV,45-54,Late Night,0-50 ,1000-1999 ,Older Streamers
4171,John,7/4/2024,12/14/2024,11.99,291,Sci-Fi,2,1,True,380,106,Canada,PayPal,Spanish,22,4.1,False,Active,2576,Smart TV,45-54,Evening,201-300 ,2000-2999 ,Older Streamers
7399,Katherine,8/13/2024,12/9/2024,11.99,119,Romance,2,5,True,344,93,Germany,Debit Card,Hindi,0,4.2,False,Active,2259,Tablet,45-54,Late Night,101-200 ,2000-2999 ,Older Streamers
1110,April,5/5/2024,12/4/2024,11.99,35,Action,2,3,True,908,128,USA,PayPal,Spanish,86,3.2,True,Active,1068,Tablet,35-44,Evening,0-50 ,1000-1999 ,Mature Streamers
5630,Francis,12/4/2023,11/24/2024,7.99,88,Drama,4,6,True,782,180,USA,Debit Card,French,86,5.0,True,Active,2928,Smart TV,45-54,Late Night,51-100 ,2000-2999 ,Older Streamers
9430,Katie,11/3/2023,11/21/2024,7.99,312,Sci-Fi,4,1,False,769,140,UK,Debit Card,Mandarin,94,4.8,True,Active,3674,Smart TV,45-54,Evening,301-500 ,3000-3999 ,Older Streamers
7436,Natasha,2/22/2024,12/17/2024,15.99,238,Sci-Fi,4,1,True,233,102,Canada,Debit Card,Hindi,78,3.1,False,Active,130,Smart TV,55+,Late Night,201-300 ,0-999 ,Senior Streamers
2147,Julie,1/12/2024,12/11/2024,11.99,132,Action,4,6,True,170,164,France,Debit Card,English,71,3.3,True,Active,4873,Laptop,45-54,Morning,101-200 ,4000-4990 ,Older Streamers
3264,Brittany,5/14/2023,12/9/2024,11.99,456,Comedy,1,6,True,945,114,UK,Credit Card,German,44,3.0,False,Active,96,Smartphone,55+,Late Night,301-500 ,0-999 ,Senior Streamers
1214,Jaime,6/8/2023,12/11/2024,11.99,281,Action,5,6,True,945,108,Germany,PayPal,English,98,3.8,True,Active,110,Laptop,18-24,Afternoon,201-300 ,0-999 ,Young Streamers
6050,Emma,8/8/2024,11/23/2024,11.99,281,Horror,5,3,False,217,162,USA,Debit Card,Mandarin,0,3.4,False,Active,225,Smartphone,45-54,Late Night,201-300 ,0-999 ,Older Streamers
7395,Stephanie,11/26/2023,12/5/2024,11.99,73,Action,1,1,True,664,123,Australia,Debit Card,German,70,4.4,True,Active,4083,Smart TV,25-34,Late Night,51-100 ,4000-4990 ,Adult Streamers
3904,John,6/18/2024,12/9/2024,11.99,365,Horror,3,1,True,679,1,France,Debit Card,French,100,4.7,False,Active,2714,Tablet,35-44,Evening,301-500 ,2000-2999 ,Mature Streamers
6545,Elizabeth,6/13/2024,12/8/2024,7.99,61,Drama,1,5,True,242,200,Germany,Cryptocurrency,Mandarin,53,4.8,True,Active,674,Laptop,35-44,Late Night,51-100 ,0-999 ,Mature Streamers
3131,James,6/11/2023,11/21/2024,15.99,399,Sci-Fi,3,5,False,541,158,UK,Debit Card,French,4,4.9,True,Active,948,Laptop,55+,Morning,301-500 ,0-999 ,Senior Streamers
8589,Kayla,1/19/2023,11/20/2024,11.99,102,Romance,2,1,True,108,105,France,PayPal,English,76,4.7,False,Active,933,Desktop,35-44,Afternoon,101-200 ,0-999 ,Mature Streamers
2908,Anthony,9/26/2024,11/22/2024,11.99,88,Sci-Fi,4,2,True,343,163,France,Cryptocurrency,German,89,5.0,True,Active,2914,Smart TV,55+,Evening,51-100 ,2000-2999 ,Senior Streamers
5209,Melissa,5/10/2023,11/19/2024,11.99,92,Romance,5,3,True,477,38,France,Credit Card,English,71,3.9,True,Active,3928,Smartphone,45-54,Evening,51-100 ,3000-3999 ,Older Streamers
2319,Natalie,6/1/2023,11/20/2024,15.99,295,Drama,5,4,False,767,190,France,Credit Card,Spanish,7,4.1,False,Active,2559,Smartphone,35-44,Evening,201-300 ,2000-2999 ,Mature Streamers
9026,Courtney,5/3/2024,11/22/2024,11.99,139,Comedy,1,5,True,12,9,UK,Credit Card,Spanish,21,4.8,True,Active,2571,Tablet,35-44,Evening,101-200 ,2000-2999 ,Mature Streamers
2723,Briana,9/1/2023,11/24/2024,15.99,416,Action,1,2,True,920,79,India,Debit Card,French,20,4.4,False,Active,3834,Smartphone,55+,Evening,301-500 ,3000-3999 ,Senior Streamers
5487,Lisa,3/25/2024,12/16/2024,7.99,173,Comedy,2,2,False,819,174,USA,PayPal,Hindi,34,4.1,False,Active,4714,Laptop,25-34,Evening,101-200 ,4000-4990 ,Adult Streamers
4656,Kayla,5/22/2023,11/29/2024,7.99,75,Action,3,5,False,607,94,Canada,Cryptocurrency,German,57,3.8,True,Active,4800,Smart TV,25-34,Afternoon,51-100 ,4000-4990 ,Adult Streamers
5718,Bradley,6/14/2024,11/28/2024,15.99,173,Sci-Fi,1,6,True,346,76,Canada,PayPal,Spanish,28,3.3,False,Active,1610,Smartphone,45-54,Afternoon,101-200 ,1000-1999 ,Older Streamers
1215,Devin,8/17/2023,11/27/2024,7.99,421,Documentary,3,1,True,668,17,Canada,Credit Card,Spanish,7,4.0,True,Active,2780,Tablet,25-34,Evening,301-500 ,2000-2999 ,Adult Streamers
3427,Eric,12/10/2023,12/7/2024,15.99,29,Sci-Fi,5,2,True,317,116,USA,Credit Card,German,78,3.8,True,Active,639,Tablet,25-34,Morning,0-50 ,0-999 ,Adult Streamers
2428,Brian,2/27/2024,11/21/2024,7.99,180,Comedy,2,4,True,297,19,France,Credit Card,Hindi,84,4.9,False,Active,1960,Smartphone,18-24,Afternoon,101-200 ,1000-1999 ,Young Streamers
1947,Ann,9/1/2024,11/24/2024,11.99,469,Action,4,6,True,866,120,Canada,Credit Card,English,92,3.6,True,Active,1764,Smart TV,18-24,Late Night,301-500 ,1000-1999 ,Young Streamers
5036,Andrew,8/16/2024,11/29/2024,15.99,381,Horror,5,1,True,286,121,Canada,Cryptocurrency,French,57,4.1,True,Active,967,Smartphone,18-24,Afternoon,301-500 ,0-999 ,Young Streamers
5857,Jennifer,12/5/2024,12/15/2024,15.99,263,Horror,5,5,False,95,149,Germany,Credit Card,French,17,4.0,True,Active,2086,Smart TV,55+,Afternoon,201-300 ,2000-2999 ,Senior Streamers
8770,Mark,8/12/2023,11/21/2024,7.99,48,Drama,4,2,False,938,92,Canada,Cryptocurrency,French,99,4.2,True,Active,3288,Smart TV,55+,Late Night,0-50 ,3000-3999 ,Senior Streamers
4118,Valerie,5/16/2023,11/19/2024,11.99,447,Documentary,3,4,False,264,55,Australia,PayPal,Mandarin,58,3.6,False,Active,1486,Smartphone,55+,Afternoon,301-500 ,1000-1999 ,Senior Streamers
7162,Carrie,8/21/2024,12/14/2024,15.99,415,Sci-Fi,1,3,True,44,10,France,Debit Card,French,91,3.3,False,Active,223,Smart TV,55+,Afternoon,301-500 ,0-999 ,Senior Streamers
9278,Joseph,9/19/2024,12/14/2024,7.99,429,Drama,5,4,False,944,165,France,PayPal,French,12,4.7,True,Active,2394,Tablet,45-54,Morning,301-500 ,2000-2999 ,Older Streamers
5406,Randall,10/12/2024,12/7/2024,7.99,26,Drama,5,5,False,542,152,Canada,Credit Card,Mandarin,6,3.1,False,Active,4329,Smartphone,18-24,Morning,0-50 ,4000-4990 ,Young Streamers
4641,Danielle,9/12/2024,12/8/2024,15.99,101,Romance,4,6,True,350,17,Australia,PayPal,Mandarin,11,3.4,True,Active,2193,Tablet,35-44,Afternoon,101-200 ,2000-2999 ,Mature Streamers
3969,Katie,5/23/2023,12/12/2024,15.99,461,Sci-Fi,2,6,True,31,173,Canada,PayPal,Spanish,84,3.5,True,Active,3730,Tablet,25-34,Morning,301-500 ,3000-3999 ,Adult Streamers
3078,Victor,6/24/2023,12/14/2024,7.99,246,Action,3,3,False,358,158,Germany,Credit Card,Hindi,18,3.8,False,Active,2234,Smart TV,18-24,Afternoon,201-300 ,2000-2999 ,Young Streamers
2808,Jonathan,11/12/2023,12/14/2024,15.99,91,Horror,3,6,False,961,170,USA,PayPal,Mandarin,87,4.2,False,Active,718,Smart TV,25-34,Afternoon,51-100 ,0-999 ,Adult Streamers
7484,Bradley,12/8/2024,11/21/2024,11.99,152,Romance,5,1,False,623,180,Canada,Cryptocurrency,French,89,4.5,True,Active,1594,Smartphone,25-34,Late Night,101-200 ,1000-1999 ,Adult Streamers
2396,Christopher,12/2/2023,11/25/2024,11.99,283,Action,3,5,False,466,139,UK,PayPal,Hindi,62,4.0,True,Active,681,Laptop,35-44,Evening,201-300 ,0-999 ,Mature Streamers
2472,Angela,11/18/2023,11/25/2024,7.99,61,Comedy,3,4,False,860,145,India,Debit Card,Spanish,82,4.7,True,Active,428,Tablet,55+,Late Night,51-100 ,0-999 ,Senior Streamers
7939,Richard,9/8/2023,11/25/2024,11.99,410,Comedy,5,6,False,410,125,France,PayPal,German,68,4.7,False,Active,2542,Desktop,25-34,Morning,301-500 ,2000-2999 ,Adult Streamers
8269,Jennifer,2/26/2024,12/17/2024,7.99,88,Action,3,1,False,69,75,India,Credit Card,German,80,4.1,False,Active,4763,Smart TV,55+,Evening,51-100 ,4000-4990 ,Senior Streamers
9073,Tiffany,7/11/2023,12/9/2024,15.99,322,Documentary,3,4,True,424,74,Australia,Credit Card,French,3,3.0,False,Active,486,Tablet,45-54,Evening,301-500 ,0-999 ,Older Streamers
9879,Jessica,2/2/2023,12/4/2024,7.99,217,Horror,3,3,False,377,136,Canada,PayPal,Mandarin,8,4.2,True,Active,4327,Tablet,25-34,Late Night,201-300 ,4000-4990 ,Adult Streamers
3822,Tyler,8/3/2023,12/4/2024,15.99,180,Action,3,4,False,132,127,USA,Credit Card,English,79,4.8,True,Active,2938,Smartphone,35-44,Afternoon,101-200 ,2000-2999 ,Mature Streamers
9183,William,4/26/2023,12/9/2024,15.99,11,Sci-Fi,1,1,False,818,45,Germany,PayPal,Spanish,97,4.9,False,Active,1429,Desktop,18-24,Afternoon,0-50 ,1000-1999 ,Young Streamers
8674,Johnny,1/1/2023,11/20/2024,15.99,455,Comedy,5,6,True,813,155,Canada,Cryptocurrency,French,85,3.6,True,Active,2897,Smart TV,25-34,Morning,301-500 ,2000-2999 ,Adult Streamers
2481,Jesus,3/23/2024,11/20/2024,7.99,487,Romance,2,6,False,362,130,France,Cryptocurrency,English,36,3.3,True,Active,274,Smart TV,45-54,Morning,301-500 ,0-999 ,Older Streamers
8729,Jill,1/9/2024,12/13/2024,7.99,459,Documentary,2,4,False,573,190,Australia,PayPal,Spanish,81,4.3,False,Active,3910,Laptop,45-54,Morning,301-500 ,3000-3999 ,Older Streamers
5534,Andrea,3/4/2023,12/13/2024,7.99,74,Drama,2,1,False,657,88,Canada,Debit Card,Mandarin,40,3.8,False,Active,130,Desktop,18-24,Morning,51-100 ,0-999 ,Young Streamers
9785,Jacob,1/4/2024,12/18/2024,11.99,54,Action,5,4,False,659,2,Germany,PayPal,Mandarin,82,4.3,True,Active,2557,Desktop,35-44,Morning,51-100 ,2000-2999 ,Mature Streamers
9609,Eric,9/3/2023,11/27/2024,11.99,292,Romance,3,4,True,653,173,Australia,Debit Card,Hindi,8,3.5,False,Active,3823,Desktop,45-54,Evening,201-300 ,3000-3999 ,Older Streamers
2829,Sara,9/23/2024,12/9/2024,15.99,23,Action,2,2,False,577,131,France,Credit Card,German,14,3.9,False,Active,4048,Laptop,25-34,Afternoon,0-50 ,4000-4990 ,Adult Streamers
1714,Tammy,8/29/2023,11/26/2024,11.99,147,Horror,3,1,True,802,177,France,Credit Card,German,21,3.5,True,Active,3173,Smart TV,35-44,Morning,101-200 ,3000-3999 ,Mature Streamers
4475,Sandra,12/26/2023,12/12/2024,7.99,221,Action,2,4,False,702,130,Canada,PayPal,French,36,4.3,False,Active,3289,Laptop,25-34,Evening,201-300 ,3000-3999 ,Adult Streamers
9820,James,10/21/2024,11/27/2024,7.99,40,Documentary,2,1,True,92,184,UK,Credit Card,Mandarin,66,4.1,True,Active,4377,Smart TV,25-34,Afternoon,0-50 ,4000-4990 ,Adult Streamers
3261,David,12/31/2022,12/13/2024,11.99,365,Sci-Fi,1,5,True,582,162,Australia,Cryptocurrency,Hindi,8,3.3,False,Active,995,Laptop,25-34,Evening,301-500 ,0-999 ,Adult Streamers
6130,Michael,4/25/2024,12/16/2024,11.99,360,Romance,1,2,True,161,93,India,Debit Card,Spanish,30,3.3,True,Active,2299,Desktop,55+,Afternoon,301-500 ,2000-2999 ,Senior Streamers
